20171014224528,10.0.0.2,34233,10.0.0.1,5001,3,0.0-1.0,393216,3145728
20171014224529,10.0.0.2,34233,10.0.0.1,5001,3,1.0-2.0,524288,4194304
20171014224531,10.0.0.2,34233,10.0.0.1,5001,3,2.0-3.0,393216,3145728
20171014224531,10.0.0.2,34233,10.0.0.1,5001,3,3.0-4.0,393216,3145728
20171014224532,10.0.0.2,34233,10.0.0.1,5001,3,4.0-5.0,262144,2097152
20171014224534,10.0.0.2,34233,10.0.0.1,5001,3,5.0-6.0,393216,3145728
20171014224534,10.0.0.2,34233,10.0.0.1,5001,3,6.0-7.0,262144,2097152
20171014224535,10.0.0.2,34233,10.0.0.1,5001,3,7.0-8.0,393216,3145728
20171014224536,10.0.0.2,34233,10.0.0.1,5001,3,8.0-9.0,262144,2097152
20171014224537,10.0.0.2,34233,10.0.0.1,5001,3,9.0-10.0,262144,2097152
20171014224539,10.0.0.2,34233,10.0.0.1,5001,3,10.0-11.0,393216,3145728
20171014224539,10.0.0.2,34233,10.0.0.1,5001,3,11.0-12.0,262144,2097152
20171014224541,10.0.0.2,34233,10.0.0.1,5001,3,12.0-13.0,393216,3145728
20171014224542,10.0.0.2,34233,10.0.0.1,5001,3,13.0-14.0,262144,2097152
20171014224542,10.0.0.2,34233,10.0.0.1,5001,3,14.0-15.0,262144,2097152
20171014224543,10.0.0.2,34233,10.0.0.1,5001,3,15.0-16.0,262144,2097152
20171014224545,10.0.0.2,34233,10.0.0.1,5001,3,16.0-17.0,393216,3145728
20171014224545,10.0.0.2,34233,10.0.0.1,5001,3,17.0-18.0,262144,2097152
20171014224547,10.0.0.2,34233,10.0.0.1,5001,3,18.0-19.0,393216,3145728
20171014224547,10.0.0.2,34233,10.0.0.1,5001,3,19.0-20.0,262144,2097152
20171014224549,10.0.0.2,34233,10.0.0.1,5001,3,20.0-21.0,262144,2097152
20171014224550,10.0.0.2,34233,10.0.0.1,5001,3,21.0-22.0,393216,3145728
20171014224551,10.0.0.2,34233,10.0.0.1,5001,3,22.0-23.0,262144,2097152
20171014224551,10.0.0.2,34233,10.0.0.1,5001,3,23.0-24.0,262144,2097152
20171014224552,10.0.0.2,34233,10.0.0.1,5001,3,24.0-25.0,262144,2097152
20171014224553,10.0.0.2,34233,10.0.0.1,5001,3,25.0-26.0,393216,3145728
20171014224554,10.0.0.2,34233,10.0.0.1,5001,3,26.0-27.0,262144,2097152
20171014224556,10.0.0.2,34233,10.0.0.1,5001,3,27.0-28.0,393216,3145728
20171014224557,10.0.0.2,34233,10.0.0.1,5001,3,28.0-29.0,393216,3145728
20171014224558,10.0.0.2,34233,10.0.0.1,5001,3,29.0-30.0,262144,2097152
20171014224558,10.0.0.2,34233,10.0.0.1,5001,3,30.0-31.0,262144,2097152
20171014224600,10.0.0.2,34233,10.0.0.1,5001,3,31.0-32.0,393216,3145728
20171014224600,10.0.0.2,34233,10.0.0.1,5001,3,32.0-33.0,262144,2097152
20171014224602,10.0.0.2,34233,10.0.0.1,5001,3,33.0-34.0,393216,3145728
20171014224603,10.0.0.2,34233,10.0.0.1,5001,3,34.0-35.0,262144,2097152
20171014224603,10.0.0.2,34233,10.0.0.1,5001,3,35.0-36.0,262144,2097152
20171014224605,10.0.0.2,34233,10.0.0.1,5001,3,36.0-37.0,393216,3145728
20171014224605,10.0.0.2,34233,10.0.0.1,5001,3,37.0-38.0,131072,1048576
20171014224607,10.0.0.2,34233,10.0.0.1,5001,3,38.0-39.0,393216,3145728
20171014224608,10.0.0.2,34233,10.0.0.1,5001,3,39.0-40.0,393216,3145728
20171014224608,10.0.0.2,34233,10.0.0.1,5001,3,40.0-41.0,131072,1048576
20171014224609,10.0.0.2,34233,10.0.0.1,5001,3,41.0-42.0,393216,3145728
20171014224611,10.0.0.2,34233,10.0.0.1,5001,3,42.0-43.0,393216,3145728
20171014224611,10.0.0.2,34233,10.0.0.1,5001,3,43.0-44.0,262144,2097152
20171014224612,10.0.0.2,34233,10.0.0.1,5001,3,44.0-45.0,262144,2097152
20171014224613,10.0.0.2,34233,10.0.0.1,5001,3,45.0-46.0,262144,2097152
20171014224614,10.0.0.2,34233,10.0.0.1,5001,3,46.0-47.0,393216,3145728
20171014224616,10.0.0.2,34233,10.0.0.1,5001,3,47.0-48.0,262144,2097152
20171014224617,10.0.0.2,34233,10.0.0.1,5001,3,48.0-49.0,393216,3145728
20171014224617,10.0.0.2,34233,10.0.0.1,5001,3,49.0-50.0,262144,2097152
20171014224618,10.0.0.2,34233,10.0.0.1,5001,3,50.0-51.0,393216,3145728
20171014224619,10.0.0.2,34233,10.0.0.1,5001,3,51.0-52.0,262144,2097152
20171014224621,10.0.0.2,34233,10.0.0.1,5001,3,52.0-53.0,393216,3145728
20171014224622,10.0.0.2,34233,10.0.0.1,5001,3,53.0-54.0,393216,3145728
20171014224622,10.0.0.2,34233,10.0.0.1,5001,3,54.0-55.0,131072,1048576
20171014224623,10.0.0.2,34233,10.0.0.1,5001,3,55.0-56.0,393216,3145728
20171014224624,10.0.0.2,34233,10.0.0.1,5001,3,56.0-57.0,262144,2097152
20171014224625,10.0.0.2,34233,10.0.0.1,5001,3,57.0-58.0,262144,2097152
20171014224626,10.0.0.2,34233,10.0.0.1,5001,3,58.0-59.0,393216,3145728
20171014224627,10.0.0.2,34233,10.0.0.1,5001,3,59.0-60.0,393216,3145728
20171014224627,10.0.0.2,34233,10.0.0.1,5001,3,0.0-60.6,19398656,2560766
