1508035528,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035528,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035529,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035529,s1,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1508035529,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035529,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035529,s2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1508035529,s1-eth2,12125.87,252627.38,264753.25,252880,12138,154.85,167.83,322.68,168,155,0.00,0.00,0,0
1508035529,s1-eth1,249944.06,12051.95,261996.02,12064,250194,166.83,153.85,320.68,154,167,0.00,0.00,0,0
1508035529,s2-eth2,8805.20,193640.36,202445.56,193834,8814,110.89,128.87,239.76,129,111,0.00,0.00,0,0
1508035529,s2-eth1,189102.91,8805.20,197908.09,8814,189292,125.87,110.89,236.76,111,126,0.00,0.00,0,0
1508035529,lo,479.52,479.52,959.04,480,480,5.99,5.99,11.99,6,6,0.00,0.00,0,0
1508035529,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035529,total,460457.56,467688.31,928145.88,468156,460918,564.44,569.43,1133.87,570,565,0.00,0.00,0,0
1508035530,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035530,s1,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1508035530,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035530,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035530,s2,0.00,41.96,41.96,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1508035530,s1-eth2,11980.02,249602.41,261582.42,249852,11992,157.84,165.83,323.68,166,158,0.00,0.00,0,0
1508035530,s1-eth1,249602.41,12053.95,261656.34,12066,249852,165.83,158.84,324.68,159,166,0.00,0.00,0,0
1508035530,s2-eth2,9938.06,187590.42,197528.48,187778,9948,119.88,124.88,244.76,125,120,0.00,0.00,0,0
1508035530,s2-eth1,181540.47,9938.06,191478.53,9948,181722,120.88,119.88,240.76,120,121,0.00,0.00,0,0
1508035530,lo,479.52,479.52,959.04,480,480,5.99,5.99,11.99,6,6,0.00,0.00,0,0
1508035530,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1508035530,total,453540.47,459748.25,913288.75,460208,453994,570.43,577.42,1147.85,578,571,0.00,0.00,0,0
1508035531,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
