20171015143609,10.0.0.2,48418,10.0.0.1,5001,3,0.0-1.0,524288,4194304
20171015143610,10.0.0.2,48418,10.0.0.1,5001,3,1.0-2.0,262144,2097152
20171015143611,10.0.0.2,48418,10.0.0.1,5001,3,2.0-3.0,262144,2097152
20171015143611,10.0.0.2,48418,10.0.0.1,5001,3,3.0-4.0,131072,1048576
20171015143613,10.0.0.2,48418,10.0.0.1,5001,3,4.0-5.0,262144,2097152
20171015143614,10.0.0.2,48418,10.0.0.1,5001,3,5.0-6.0,262144,2097152
20171015143615,10.0.0.2,48418,10.0.0.1,5001,3,6.0-7.0,262144,2097152
20171015143616,10.0.0.2,48418,10.0.0.1,5001,3,7.0-8.0,262144,2097152
20171015143617,10.0.0.2,48418,10.0.0.1,5001,3,8.0-9.0,262144,2097152
20171015143617,10.0.0.2,48418,10.0.0.1,5001,3,9.0-10.0,131072,1048576
20171015143619,10.0.0.2,48418,10.0.0.1,5001,3,10.0-11.0,262144,2097152
20171015143620,10.0.0.2,48418,10.0.0.1,5001,3,11.0-12.0,262144,2097152
20171015143621,10.0.0.2,48418,10.0.0.1,5001,3,12.0-13.0,262144,2097152
20171015143622,10.0.0.2,48418,10.0.0.1,5001,3,13.0-14.0,262144,2097152
20171015143623,10.0.0.2,48418,10.0.0.1,5001,3,14.0-15.0,131072,1048576
20171015143624,10.0.0.2,48418,10.0.0.1,5001,3,15.0-16.0,262144,2097152
20171015143625,10.0.0.2,48418,10.0.0.1,5001,3,16.0-17.0,262144,2097152
20171015143626,10.0.0.2,48418,10.0.0.1,5001,3,17.0-18.0,262144,2097152
20171015143627,10.0.0.2,48418,10.0.0.1,5001,3,18.0-19.0,131072,1048576
20171015143628,10.0.0.2,48418,10.0.0.1,5001,3,19.0-20.0,262144,2097152
20171015143629,10.0.0.2,48418,10.0.0.1,5001,3,20.0-21.0,262144,2097152
20171015143630,10.0.0.2,48418,10.0.0.1,5001,3,21.0-22.0,262144,2097152
20171015143631,10.0.0.2,48418,10.0.0.1,5001,3,22.0-23.0,262144,2097152
20171015143631,10.0.0.2,48418,10.0.0.1,5001,3,23.0-24.0,131072,1048576
20171015143632,10.0.0.2,48418,10.0.0.1,5001,3,24.0-25.0,262144,2097152
20171015143634,10.0.0.2,48418,10.0.0.1,5001,3,25.0-26.0,262144,2097152
20171015143635,10.0.0.2,48418,10.0.0.1,5001,3,26.0-27.0,262144,2097152
20171015143636,10.0.0.2,48418,10.0.0.1,5001,3,27.0-28.0,262144,2097152
20171015143637,10.0.0.2,48418,10.0.0.1,5001,3,28.0-29.0,262144,2097152
20171015143637,10.0.0.2,48418,10.0.0.1,5001,3,29.0-30.0,131072,1048576
20171015143639,10.0.0.2,48418,10.0.0.1,5001,3,30.0-31.0,262144,2097152
20171015143640,10.0.0.2,48418,10.0.0.1,5001,3,31.0-32.0,262144,2097152
20171015143641,10.0.0.2,48418,10.0.0.1,5001,3,32.0-33.0,262144,2097152
20171015143642,10.0.0.2,48418,10.0.0.1,5001,3,33.0-34.0,131072,1048576
20171015143643,10.0.0.2,48418,10.0.0.1,5001,3,34.0-35.0,262144,2097152
20171015143644,10.0.0.2,48418,10.0.0.1,5001,3,35.0-36.0,262144,2097152
20171015143644,10.0.0.2,48418,10.0.0.1,5001,3,36.0-37.0,131072,1048576
20171015143646,10.0.0.2,48418,10.0.0.1,5001,3,37.0-38.0,393216,3145728
20171015143647,10.0.0.2,48418,10.0.0.1,5001,3,38.0-39.0,262144,2097152
20171015143648,10.0.0.2,48418,10.0.0.1,5001,3,39.0-40.0,131072,1048576
20171015143649,10.0.0.2,48418,10.0.0.1,5001,3,40.0-41.0,262144,2097152
20171015143650,10.0.0.2,48418,10.0.0.1,5001,3,41.0-42.0,262144,2097152
20171015143650,10.0.0.2,48418,10.0.0.1,5001,3,42.0-43.0,131072,1048576
20171015143652,10.0.0.2,48418,10.0.0.1,5001,3,43.0-44.0,393216,3145728
20171015143653,10.0.0.2,48418,10.0.0.1,5001,3,44.0-45.0,262144,2097152
20171015143654,10.0.0.2,48418,10.0.0.1,5001,3,45.0-46.0,131072,1048576
20171015143655,10.0.0.2,48418,10.0.0.1,5001,3,46.0-47.0,262144,2097152
20171015143655,10.0.0.2,48418,10.0.0.1,5001,3,47.0-48.0,131072,1048576
20171015143657,10.0.0.2,48418,10.0.0.1,5001,3,48.0-49.0,393216,3145728
20171015143658,10.0.0.2,48418,10.0.0.1,5001,3,49.0-50.0,262144,2097152
20171015143659,10.0.0.2,48418,10.0.0.1,5001,3,50.0-51.0,131072,1048576
20171015143700,10.0.0.2,48418,10.0.0.1,5001,3,51.0-52.0,262144,2097152
20171015143701,10.0.0.2,48418,10.0.0.1,5001,3,52.0-53.0,262144,2097152
20171015143701,10.0.0.2,48418,10.0.0.1,5001,3,53.0-54.0,131072,1048576
20171015143703,10.0.0.2,48418,10.0.0.1,5001,3,54.0-55.0,393216,3145728
20171015143704,10.0.0.2,48418,10.0.0.1,5001,3,55.0-56.0,262144,2097152
20171015143705,10.0.0.2,48418,10.0.0.1,5001,3,56.0-57.0,131072,1048576
20171015143706,10.0.0.2,48418,10.0.0.1,5001,3,57.0-58.0,262144,2097152
20171015143707,10.0.0.2,48418,10.0.0.1,5001,3,58.0-59.0,262144,2097152
20171015143707,10.0.0.2,48418,10.0.0.1,5001,3,59.0-60.0,131072,1048576
20171015143707,10.0.0.2,48418,10.0.0.1,5001,3,0.0-60.5,14548992,1925122
